2021-09-23 22:01:33,885 INFO: 目前次數:0
2021-09-23 22:01:33,995 INFO: 目前次數:1
2021-09-23 22:01:34,105 INFO: 目前次數:2
2021-09-23 22:01:34,214 INFO: 目前次數:3
2021-09-23 22:01:34,322 INFO: 目前次數:4
2021-09-23 22:01:34,430 INFO: 目前次數:5
2021-09-23 22:01:34,538 INFO: 目前次數:6
2021-09-23 22:01:34,648 INFO: 目前次數:7
2021-09-23 22:01:34,757 INFO: 目前次數:8
2021-09-23 22:01:34,866 INFO: 目前次數:9
2021-09-23 22:01:34,976 INFO: 目前次數:10
2021-09-23 22:01:35,086 INFO: 目前次數:11
2021-09-23 22:01:35,195 INFO: 目前次數:12
2021-09-23 22:01:35,303 INFO: 目前次數:13
2021-09-23 22:01:35,413 INFO: 目前次數:14
2021-09-23 22:01:35,523 INFO: 目前次數:15
2021-09-23 22:01:35,632 INFO: 目前次數:16
2021-09-23 22:01:35,742 INFO: 目前次數:17
2021-09-23 22:01:35,850 INFO: 目前次數:18
2021-09-23 22:01:35,961 INFO: 目前次數:19
2021-09-23 22:01:36,072 INFO: 目前次數:20
2021-09-23 22:01:36,181 INFO: 目前次數:21
2021-09-23 22:01:36,291 INFO: 目前次數:22
2021-09-23 22:01:36,400 INFO: 目前次數:23
2021-09-23 22:01:36,510 INFO: 目前次數:24
2021-09-23 22:01:36,619 INFO: 目前次數:25
2021-09-23 22:01:36,727 INFO: 目前次數:26
2021-09-23 22:01:36,835 INFO: 目前次數:27
2021-09-23 22:01:36,945 INFO: 目前次數:28
2021-09-23 22:01:37,054 INFO: 目前次數:29
2021-09-23 22:01:37,164 INFO: 目前次數:30
2021-09-23 22:01:37,276 INFO: 目前次數:31
2021-09-23 22:01:37,385 INFO: 目前次數:32
2021-09-23 22:01:37,494 INFO: 目前次數:33
2021-09-23 22:01:37,604 INFO: 目前次數:34
2021-09-23 22:01:37,714 INFO: 目前次數:35
2021-09-23 22:01:37,822 INFO: 目前次數:36
2021-09-23 22:01:37,932 INFO: 目前次數:37
2021-09-23 22:01:38,041 INFO: 目前次數:38
2021-09-23 22:01:38,150 INFO: 目前次數:39
2021-09-23 22:01:38,259 INFO: 目前次數:40
2021-09-23 22:01:38,369 INFO: 目前次數:41
2021-09-23 22:01:38,477 INFO: 目前次數:42
2021-09-23 22:01:38,589 INFO: 目前次數:43
2021-09-23 22:01:38,697 INFO: 目前次數:44
2021-09-23 22:01:38,807 INFO: 目前次數:45
2021-09-23 22:01:38,915 INFO: 目前次數:46
2021-09-23 22:01:39,025 INFO: 目前次數:47
2021-09-23 22:01:39,133 INFO: 目前次數:48
2021-09-23 22:01:39,241 INFO: 目前次數:49
2021-09-23 22:01:39,352 INFO: 目前次數:50
2021-09-23 22:01:39,461 INFO: 目前次數:51
2021-09-23 22:01:39,570 INFO: 目前次數:52
2021-09-23 22:01:39,696 INFO: 目前次數:53
2021-09-23 22:01:39,803 INFO: 目前次數:54
2021-09-23 22:01:39,913 INFO: 目前次數:55
2021-09-23 22:01:40,022 INFO: 目前次數:56
2021-09-23 22:01:40,131 INFO: 目前次數:57
2021-09-23 22:01:40,242 INFO: 目前次數:58
2021-09-23 22:01:40,353 INFO: 目前次數:59
2021-09-23 22:01:40,462 INFO: 目前次數:60
2021-09-23 22:01:40,572 INFO: 目前次數:61
2021-09-23 22:01:40,681 INFO: 目前次數:62
2021-09-23 22:01:40,791 INFO: 目前次數:63
2021-09-23 22:01:40,902 INFO: 目前次數:64
2021-09-23 22:01:41,011 INFO: 目前次數:65
2021-09-23 22:01:41,121 INFO: 目前次數:66
2021-09-23 22:01:41,230 INFO: 目前次數:67
2021-09-23 22:01:41,340 INFO: 目前次數:68
2021-09-23 22:01:41,449 INFO: 目前次數:69
2021-09-23 22:01:41,558 INFO: 目前次數:70
2021-09-23 22:01:41,667 INFO: 目前次數:71
2021-09-23 22:01:41,777 INFO: 目前次數:72
2021-09-23 22:01:41,887 INFO: 目前次數:73
2021-09-23 22:01:41,996 INFO: 目前次數:74
2021-09-23 22:01:42,105 INFO: 目前次數:75
2021-09-23 22:01:42,214 INFO: 目前次數:76
2021-09-23 22:01:42,324 INFO: 目前次數:77
2021-09-23 22:01:42,434 INFO: 目前次數:78
2021-09-23 22:01:42,543 INFO: 目前次數:79
2021-09-23 22:01:42,652 INFO: 目前次數:80
2021-09-23 22:01:42,763 INFO: 目前次數:81
2021-09-23 22:01:42,873 INFO: 目前次數:82
2021-09-23 22:01:42,983 INFO: 目前次數:83
2021-09-23 22:01:43,090 INFO: 目前次數:84
2021-09-23 22:01:43,200 INFO: 目前次數:85
2021-09-23 22:01:43,309 INFO: 目前次數:86
2021-09-23 22:01:43,418 INFO: 目前次數:87
2021-09-23 22:01:43,529 INFO: 目前次數:88
2021-09-23 22:01:43,636 INFO: 目前次數:89
2021-09-23 22:01:43,746 INFO: 目前次數:90
2021-09-23 22:01:43,856 INFO: 目前次數:91
2021-09-23 22:01:43,966 INFO: 目前次數:92
2021-09-23 22:01:44,076 INFO: 目前次數:93
2021-09-23 22:01:44,186 INFO: 目前次數:94
2021-09-23 22:01:44,295 INFO: 目前次數:95
2021-09-23 22:01:44,406 INFO: 目前次數:96
2021-09-23 22:01:44,516 INFO: 目前次數:97
2021-09-23 22:01:44,625 INFO: 目前次數:98
2021-09-23 22:01:44,736 INFO: 目前次數:99
2021-09-23 22:01:44,845 INFO: 目前次數:100
2021-09-23 22:01:44,955 INFO: 目前次數:101
2021-09-23 22:01:45,067 INFO: 目前次數:102
2021-09-23 22:01:45,177 INFO: 目前次數:103
2021-09-23 22:01:45,287 INFO: 目前次數:104
2021-09-23 22:01:45,396 INFO: 目前次數:105
2021-09-23 22:01:45,553 INFO: 目前次數:106
2021-09-23 22:01:45,663 INFO: 目前次數:107
2021-09-23 22:01:45,773 INFO: 目前次數:108
2021-09-23 22:01:45,884 INFO: 目前次數:109
2021-09-23 22:01:45,993 INFO: 目前次數:110
2021-09-23 22:01:46,105 INFO: 目前次數:111
2021-09-23 22:01:46,214 INFO: 目前次數:112
2021-09-23 22:01:46,325 INFO: 目前次數:113
2021-09-23 22:01:46,435 INFO: 目前次數:114
2021-09-23 22:01:46,544 INFO: 目前次數:115
2021-09-23 22:01:46,653 INFO: 目前次數:116
2021-09-23 22:01:46,791 INFO: 目前次數:117
2021-09-23 22:01:46,899 INFO: 目前次數:118
2021-09-23 22:01:47,010 INFO: 目前次數:119
2021-09-23 22:01:47,118 INFO: 目前次數:120
2021-09-23 22:01:47,225 INFO: 目前次數:121
2021-09-23 22:01:47,335 INFO: 目前次數:122
2021-09-23 22:01:47,445 INFO: 目前次數:123
2021-09-23 22:01:47,555 INFO: 目前次數:124
2021-09-23 22:01:47,666 INFO: 目前次數:125
2021-09-23 22:01:47,775 INFO: 目前次數:126
2021-09-23 22:01:47,883 INFO: 目前次數:127
